EoS,branch2,branch1,m2_source,rhoc2,R2,lambda2,I2,Mb2,m1_source,rhoc1,R1,lambda1,I1,Mb1,Mmax
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07571921477,7.21910360205e+14,11.87004065,1499.67518839,0.960284259648,1.1554883154,1.74550665038,1.15729120749e+15,11.3732905644,54.8600974149,1.79218699295,1.99315248618,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07603848413,7.22062174617e+14,11.87004065,1497.14073232,0.960672016703,1.15586142477,1.74493715223,1.156705516e+15,11.3745499056,55.0226269222,1.79153872235,1.99238169024,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07635766905,7.22213948881e+14,11.87004065,1494.60694652,0.961059671211,1.15623443546,1.74436822626,1.15612041294e+15,11.3758079815,55.1849931357,1.79089110308,1.99161166873,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07667676962,7.22365683034e+14,11.87004065,1492.07383033,0.961447223273,1.15660734758,1.74379987153,1.15553589738e+15,11.3770647942,55.3471963219,1.79024413406,1.99084242037,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07699578592,7.22517377118e+14,11.87004065,1489.5413831,0.961834672989,1.15698016121,1.74323208711,1.15495196833e+15,11.3783203458,55.5092367468,1.78959781423,1.9900739439,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07731471804,7.22669031169e+14,11.87004065,1487.00960417,0.962222020458,1.15735287646,1.74266487207,1.15436862486e+15,11.3795746383,55.6711146761,1.78895214254,1.98930623808,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07763356604,7.22820645228e+14,11.87004065,1484.4784929,0.96260926578,1.15772549343,1.74209822548,1.15379661934e+15,11.3804238261,55.8370351364,1.78830388577,1.98854060665,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07795233003,7.22972219333e+14,11.87004065,1481.94804863,0.962996409054,1.1580980122,1.74153214642,1.153231601e+15,11.3810312712,56.0052975286,1.78765435031,1.98777652047,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07827101007,7.23123753524e+14,11.87004065,1479.41827071,0.96338345038,1.15847043287,1.74096663395,1.1526671482e+15,11.3816381083,56.1733915031,1.78700546497,1.98701319909,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07858960625,7.23275247838e+14,11.87004065,1476.88915851,0.963770389856,1.15884275554,1.74040168717,1.15210326002e+15,11.3822443384,56.3413173339,1.78635722872,1.98625064125,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07890811866,7.23426702316e+14,11.87004065,1474.36071136,0.964157227582,1.15921498031,1.73983730515,1.15153993554e+15,11.3828499624,56.5090752944,1.78570964048,1.98548884572,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07922654736,7.23578116994e+14,11.87004065,1471.83292863,0.964543963656,1.15958710726,1.73927348697,1.15097717385e+15,11.3834549814,56.6766656573,1.78506269922,1.98472781126,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07954489246,7.23729491913e+14,11.87004065,1469.30580967,0.964930598176,1.15995913649,1.73871023172,1.15041497402e+15,11.3840593963,56.8440886949,1.78441640387,1.98396753662,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.07986315401,7.2388082711e+14,11.87004065,1466.77935384,0.965317131243,1.16033106811,1.73814753847,1.14985333516e+15,11.3846632082,57.0113446788,1.78377075339,1.98320802059,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.08018133211,7.24032122624e+14,11.87004065,1464.25356049,0.965703562952,1.16070290219,1.73758540634,1.14929225635e+15,11.3852664179,57.1784338798,1.78312574674,1.98244926192,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.08049942684,7.24183378493e+14,11.87004065,1461.72842899,0.966089893404,1.16107463885,1.73702383439,1.14873173668e+15,11.3858690266,57.3453565684,1.78248138287,1.98169125939,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.08081743827,7.24334594757e+14,11.87004065,1459.20395869,0.966476122695,1.16144627816,1.73646282173,1.14817177525e+15,11.386471035,57.5121130143,1.78183766073,1.98093401178,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.08113536649,7.24485771452e+14,11.87004065,1456.68014895,0.966862250924,1.16181782023,1.73590236744,1.14761237115e+15,11.3870724443,57.6787034866,1.7811945793,1.98017751786,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.08145321159,7.24636908618e+14,11.87004065,1454.15699914,0.967248278188,1.16218926515,1.73534247063,1.14705352348e+15,11.3876732554,57.845128254,1.78055213753,1.97942177641,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.08177097362,7.24788006292e+14,11.87004065,1451.63450862,0.967634204584,1.16256061301,1.7347831304,1.14649523134e+15,11.3882734692,58.0113875843,1.77991033438,1.97866678622,2.0490857567683065
eos-inf/dat/new/macro-SLY_LAL.csv,0,0,1.08208865269,7.24939064512e+14,11.87004065,1449.11267676,0.968020030211,1.16293186391,1.73422434584,1.14593749383e+15,11.3888730868,58.1774817449,1.77926916884,1.97791254607,2.0490857567683065
