rhoc,M,R,Lambda,I,Mb
9.675710552763826250e+14,1.884939331245731875e+00,2.000000000000101963e+01,7.896314896125252858e+01,2.471075406410919495e+00,2.143013380347047470e+00
9.766389949748751250e+14,1.890529777751484009e+00,2.000000000000101963e+01,7.625604763440290412e+01,2.473671070087705814e+00,2.150431935181524867e+00
9.857069346733675000e+14,1.895964793690189776e+00,2.000000000000101963e+01,7.366032926480345111e+01,2.475926849374928906e+00,2.157655343909752776e+00
9.947748743718600000e+14,1.901262882146683042e+00,2.000000000000101963e+01,7.119091670825451956e+01,2.477901169099572254e+00,2.164709415170580353e+00
1.003842814070352500e+15,1.906413035301773196e+00,2.000000000000101963e+01,6.883739113447009572e+01,2.479565678357896985e+00,2.171574363004492358e+00
1.012910753768845000e+15,1.911422617617319686e+00,2.000000000000101963e+01,6.658207098626090215e+01,2.480954080391316374e+00,2.178262498820393134e+00
1.021978693467337375e+15,1.916297746561313797e+00,2.000000000000101963e+01,6.443058299752652829e+01,2.482067596319135205e+00,2.184779404048482920e+00
1.031046633165829875e+15,1.921037162869361214e+00,2.000000000000101963e+01,6.237588369037985814e+01,2.482916129639567426e+00,2.191120700127115128e+00
1.040114572864322375e+15,1.925649056335185794e+00,2.000000000000101963e+01,6.041455275065270314e+01,2.483497556711546483e+00,2.197304338063071683e+00
1.049182512562814875e+15,1.930130608636957623e+00,2.000000000000101963e+01,5.852551388286642720e+01,2.483841424654902319e+00,2.203319502625250337e+00
1.058250452261307250e+15,1.934487581973064030e+00,2.000000000000101963e+01,5.672656740649080120e+01,2.483931643020758084e+00,2.209174417866440088e+00
1.067318391959799750e+15,1.938725644298966211e+00,2.000000000000101963e+01,5.500247672312443115e+01,2.483805406606683253e+00,2.214876764867887093e+00
1.076386331658292250e+15,1.942840251284883024e+00,2.000000000000101963e+01,5.334969442697263275e+01,2.483439116769151411e+00,2.220420462608733825e+00
1.085454271356784750e+15,1.946838160628346914e+00,2.000000000000101963e+01,5.177229438552939200e+01,2.482853139244766805e+00,2.225814359775095674e+00
1.094522211055277250e+15,1.950722307043259329e+00,2.000000000000101963e+01,5.024423768635436716e+01,2.482060267859673708e+00,2.231060371577964663e+00
1.103590150753769625e+15,1.954491935300992411e+00,2.000000000000101963e+01,4.878708717121256910e+01,2.481060631973837527e+00,2.236156699174053131e+00
1.112658090452262125e+15,1.958155770122119721e+00,2.000000000000101963e+01,4.739062829813791211e+01,2.479868186194485791e+00,2.241118781034387997e+00
1.121726030150754625e+15,1.961710261263142741e+00,2.000000000000101963e+01,4.604810088811029800e+01,2.478480203012002558e+00,2.245937960487295104e+00
1.130793969849247000e+15,1.965158829158615061e+00,2.000000000000101963e+01,4.476127239782765344e+01,2.476905160417155027e+00,2.250617399143261643e+00
1.139861909547739500e+15,1.968499352892804310e+00,2.000000000000101963e+01,4.351990117961265270e+01,2.475154025447724226e+00,2.255153608417900024e+00
1.148929849246232000e+15,1.971680265096275475e+00,2.000000000000101963e+01,4.235535103594652639e+01,2.473275143672736043e+00,2.259481178816635794e+00
1.157997788944724500e+15,1.974712994658719412e+00,2.000000000000101963e+01,4.125240773125248950e+01,2.471256547488799971e+00,2.263612723835620066e+00
1.167065728643217000e+15,1.977619431136147909e+00,2.000000000000101963e+01,4.020407515042114710e+01,2.469119296439890920e+00,2.267573151599250991e+00
1.176133668341709500e+15,1.980410570021726491e+00,2.000000000000101963e+01,3.919687917859640436e+01,2.466840615348837140e+00,2.271379532049395245e+00
1.185201608040202000e+15,1.983100013918642324e+00,2.000000000000101963e+01,3.822974667020396566e+01,2.464441510464176144e+00,2.275053872622823992e+00
1.194269547738694500e+15,1.985684681676045171e+00,2.000000000000101963e+01,3.731228446177941294e+01,2.461894907662433685e+00,2.278586367341572494e+00
1.203337487437187000e+15,1.988172049207873604e+00,2.000000000000101963e+01,3.642481869058293853e+01,2.459233457714987026e+00,2.281989098010924533e+00
1.212405427135679250e+15,1.990563311275927560e+00,2.000000000000101963e+01,3.557779773960388070e+01,2.456448710481276887e+00,2.285261445780004230e+00
1.221473366834171750e+15,1.992865160603230601e+00,2.000000000000101963e+01,3.476039158902731430e+01,2.453534190479601307e+00,2.288415800589222560e+00
1.230541306532664250e+15,1.995080523407003703e+00,2.000000000000101963e+01,3.397229585345979785e+01,2.450510664734921296e+00,2.291455491056901828e+00
1.239609246231156750e+15,1.997207809239770482e+00,2.000000000000101963e+01,3.321508857832366601e+01,2.447386034045182512e+00,2.294374126226171207e+00
1.248677185929649250e+15,1.999254125782046865e+00,2.000000000000101963e+01,3.248936115600085373e+01,2.444137526387467840e+00,2.297185123754644565e+00
1.257745125628141500e+15,2.001216893652586926e+00,2.000000000000101963e+01,3.178564943022094980e+01,2.440779065621246247e+00,2.299881272940290433e+00
1.266813065326634000e+15,2.003099395618499035e+00,2.000000000000101963e+01,3.110430219909766336e+01,2.437315699116250123e+00,2.302468566047503273e+00
1.275881005025126500e+15,2.004910404137390412e+00,2.000000000000101963e+01,3.045015398304161636e+01,2.433758275298920193e+00,2.304962037921605145e+00
1.284948944723619000e+15,2.006642234522896473e+00,2.000000000000101963e+01,2.981509178689127992e+01,2.430093665559623695e+00,2.307344380150056828e+00
1.294016884422111500e+15,2.008303714536688211e+00,2.000000000000101963e+01,2.920611430780405726e+01,2.426335104520378483e+00,2.309633946509526581e+00
1.303084824120604000e+15,2.009895680487829406e+00,2.000000000000101963e+01,2.861631592870227792e+01,2.422499591182035950e+00,2.311827949629892576e+00
1.312152763819096500e+15,2.011412728012750506e+00,2.000000000000101963e+01,2.804652246846972474e+01,2.418561010950231793e+00,2.313918032182775697e+00
1.321220703517589000e+15,2.012863151729118893e+00,2.000000000000101963e+01,2.749519969932781294e+01,2.414548229998146223e+00,2.315918365978956395e+00
1.330288643216081500e+15,2.014247989037869946e+00,2.000000000000101963e+01,2.696105798474882320e+01,2.410443276085977082e+00,2.317829345540213026e+00
1.339356582914574000e+15,2.015568117996945130e+00,2.000000000000101963e+01,2.644821477380581598e+01,2.406273020986993139e+00,2.319650365898469069e+00
1.348424522613066500e+15,2.016825231128114293e+00,2.000000000000101963e+01,2.594645981545632907e+01,2.402014299438728351e+00,2.321384849221174829e+00
1.357492462311558750e+15,2.018020312059970678e+00,2.000000000000101963e+01,2.546270044897478613e+01,2.397685057464530978e+00,2.323034102283246582e+00
1.366560402010051250e+15,2.019155512181007417e+00,2.000000000000101963e+01,2.499565490255372779e+01,2.393279713050298074e+00,2.324599293732787952e+00
1.375628341708543750e+15,2.020232773092292433e+00,2.000000000000101963e+01,2.454149219550189187e+01,2.388801969315698326e+00,2.326085591987196111e+00
1.384696281407036250e+15,2.021255447790752946e+00,2.000000000000101963e+01,2.409968157896867780e+01,2.384256413060728885e+00,2.327497477191100561e+00
1.393764221105528750e+15,2.022220971845314352e+00,2.000000000000101963e+01,2.367120466778692744e+01,2.379648318163955167e+00,2.328829565846870953e+00
1.402832160804021250e+15,2.023130967880710784e+00,2.000000000000101963e+01,2.325821939117580328e+01,2.374979078549988465e+00,2.330083142630521742e+00
1.411900100502513750e+15,2.023989360320705533e+00,2.000000000000101963e+01,2.285449106222786497e+01,2.370239819870422426e+00,2.331264933396215877e+00
1.420968040201006250e+15,2.024796565780950353e+00,2.000000000000101963e+01,2.246372300614080331e+01,2.365440810615791367e+00,2.332377913746828124e+00
1.430035979899498500e+15,2.025552258964225416e+00,2.000000000000101963e+01,2.208459969400798073e+01,2.360595988845218152e+00,2.333415772871400673e+00
1.439103919597991000e+15,2.026259838389224743e+00,2.000000000000101963e+01,2.171495697823103299e+01,2.355688396320919864e+00,2.334388918850164085e+00
