rhoc,M,R,Lambda,I,Mb
1.392597989949748750e+15,1.923529254298743441e+00,1.101004495000001526e+01,2.325299786158716486e+01,1.972867272024583229e+00,2.240598196957864108e+00
1.404402010050251250e+15,1.929460424730213841e+00,1.099004505000001330e+01,2.229883456630205174e+01,1.977095345447152042e+00,2.249152478165826086e+00
1.416206030150753750e+15,1.935370158409346342e+00,1.097004515000001135e+01,2.136920607254189974e+01,1.981094496420214623e+00,2.257702342478483004e+00
1.428010050251256250e+15,1.941341796146409004e+00,1.094004530000000663e+01,2.045512905423202099e+01,1.984971478863996275e+00,2.266361261501637969e+00
1.439814070351758750e+15,1.947008879423271388e+00,1.092004540000000468e+01,1.960719690881289523e+01,1.988434652719973217e+00,2.274602498768614645e+00
1.451618090452261250e+15,1.952387042259373873e+00,1.090004550000000272e+01,1.881963765325036775e+01,1.991509009562155041e+00,2.282445987497669915e+00
1.463422110552763750e+15,1.957505997227492411e+00,1.088004560000000076e+01,1.808584294989943686e+01,1.994256274446441823e+00,2.289929515228526391e+00
1.475226130653266250e+15,1.962382304361977692e+00,1.086004569999999880e+01,1.740169014055917529e+01,1.996705110622905011e+00,2.297073625680809972e+00
1.487030150753768750e+15,1.967002795842391238e+00,1.084004579999999685e+01,1.676204709884201094e+01,1.998805708496512068e+00,2.303863431621289592e+00
1.498834170854271250e+15,1.971585287665388320e+00,1.082004589999999311e+01,1.613953825834819611e+01,2.000705018297948445e+00,2.310612511660405488e+00
1.510638190954773750e+15,1.976183795642734387e+00,1.080004599999999115e+01,1.552475041076079698e+01,2.002394279846187342e+00,2.317403383630029623e+00
1.522442211055276250e+15,1.980542938957070564e+00,1.078004609999998920e+01,1.494996927915624951e+01,2.003782566097307427e+00,2.323855972412448345e+00
1.534246231155778750e+15,1.984682734108125013e+00,1.076004619999998724e+01,1.441335227815070041e+01,2.004914132538857974e+00,2.329996595553971428e+00
1.546050251256281250e+15,1.988599190279806805e+00,1.074004629999998528e+01,1.391089592876895331e+01,2.005763800623485693e+00,2.335821281642026737e+00
1.557854271356783750e+15,1.992308616061488902e+00,1.072004639999998332e+01,1.343932040018227525e+01,2.006355263797577226e+00,2.341352076598202103e+00
1.569658291457286250e+15,1.995821868059933113e+00,1.070004649999997959e+01,1.299689983099391455e+01,2.006713899730959483e+00,2.346602197219130659e+00
1.581462311557788750e+15,1.999279853821450459e+00,1.068004659999997763e+01,1.256599131948609660e+01,2.006882091645504129e+00,2.351778670234162316e+00
1.593266331658291250e+15,2.002716103457051755e+00,1.066004669999997567e+01,1.213751533486400191e+01,2.006759595147693975e+00,2.356941146089201577e+00
1.605070351758793750e+15,2.005976012830635646e+00,1.064004679999997371e+01,1.173615099751333446e+01,2.006466418879832236e+00,2.361844056431471994e+00
1.616874371859296500e+15,2.009050022291535509e+00,1.062004689999997176e+01,1.135864009067940295e+01,2.005954347408092531e+00,2.366478901650567401e+00
1.628678391959799000e+15,2.011953177881711685e+00,1.060004699999996980e+01,1.100393736458332938e+01,2.005256160306324364e+00,2.370864038437614951e+00
1.640482412060301500e+15,2.014680384872428398e+00,1.058004709999996784e+01,1.066873243858483455e+01,2.004346643184061527e+00,2.374995764764380901e+00
1.652286432160804000e+15,2.017263046855542363e+00,1.056004719999996411e+01,1.035355795645521759e+01,2.003299769747329595e+00,2.378912410436669678e+00
1.664090452261306500e+15,2.019765708788904046e+00,1.054004729999996215e+01,1.004656599609970691e+01,2.002036409591907873e+00,2.382717084911924132e+00
1.675894472361809000e+15,2.022253223704503888e+00,1.052004739999996019e+01,9.740312912388171540e+00,2.000532365632961440e+00,2.386507425527240045e+00
1.687698492462311500e+15,2.024582917858639863e+00,1.050004749999995823e+01,9.451558458041017019e+00,1.998859551975286308e+00,2.390064647026700850e+00
1.699502512562814000e+15,2.026765122536590358e+00,1.048004759999995628e+01,9.179080680214010357e+00,1.997035749722124276e+00,2.393403775404109091e+00
1.711306532663316500e+15,2.028805289102574960e+00,1.046004769999995609e+01,8.921318683440681241e+00,1.995064317270459631e+00,2.396531829477851261e+00
1.723110552763819000e+15,2.030721307585412028e+00,1.044004779999995591e+01,8.677530119146599219e+00,1.992985867461160909e+00,2.399472894553240643e+00
1.734914572864321500e+15,2.032508301176324750e+00,1.043004784999995671e+01,8.447049240650217783e+00,1.990779161711385470e+00,2.402222626550066131e+00
1.746718592964824000e+15,2.034209801154514885e+00,1.041004794999995653e+01,8.222461225694594589e+00,1.988368768769579242e+00,2.404849083893273232e+00
1.758522613065326500e+15,2.035897686847299326e+00,1.039004804999995635e+01,7.997511634100019862e+00,1.985747265062695277e+00,2.407453447303312011e+00
1.770326633165829000e+15,2.037453424443609773e+00,1.037004814999995617e+01,7.784804012625826886e+00,1.982992474946423389e+00,2.409862045354749238e+00
1.782130653266331500e+15,2.038882754518478890e+00,1.035004824999995598e+01,7.583024723275589629e+00,1.980109763796233269e+00,2.412081643432504308e+00
1.793934673366834000e+15,2.040202800052839383e+00,1.033004834999995580e+01,7.391839256766568056e+00,1.977138676548464868e+00,2.414135540772718969e+00
1.805738693467336500e+15,2.041433726656583403e+00,1.031004844999995740e+01,7.210366202780498668e+00,1.974122825268348036e+00,2.416048149953010871e+00
1.817542713567839000e+15,2.042558869024269530e+00,1.029004854999995722e+01,7.037351649520385166e+00,1.971009516020196362e+00,2.417801596961564936e+00
1.829346733668341500e+15,2.043611254510820263e+00,1.028004859999995624e+01,6.869402207313942910e+00,1.967748791412239129e+00,2.419445249787289143e+00
1.841150753768844000e+15,2.044616394670499382e+00,1.026004869999995606e+01,6.700765751687685068e+00,1.964212223677154201e+00,2.421020179046168064e+00
1.852954773869346500e+15,2.045528443131048313e+00,1.024004879999995765e+01,6.540824618991902817e+00,1.960617659646739064e+00,2.422450022583488849e+00
1.864758793969849250e+15,2.046346258752606673e+00,1.022004889999995747e+01,6.387958273562134970e+00,1.956952726061024883e+00,2.423735532943063653e+00
1.876562814070351750e+15,2.047072643144199677e+00,1.020004899999995729e+01,6.242961940515971975e+00,1.953218951916966928e+00,2.424881144727890181e+00
1.888366834170854250e+15,2.047731243573776894e+00,1.018004909999995711e+01,6.105195674179037191e+00,1.949476570661129893e+00,2.425916390546784651e+00
1.900170854271356750e+15,2.048299531533845030e+00,1.017004914999995790e+01,5.973208459548656535e+00,1.945652914035242320e+00,2.426814831344954015e+00
1.911974874371859250e+15,2.048806655563499834e+00,1.015004924999995772e+01,5.844995231996289675e+00,1.941725619533353431e+00,2.427617475493344834e+00
1.923778894472361750e+15,2.049245775046606433e+00,1.013004934999995754e+01,5.716010426721009452e+00,1.937489119366933465e+00,2.428320612028852299e+00
1.935582914572864250e+15,2.049628825853257563e+00,1.011004944999995736e+01,5.593064897418543069e+00,1.933268619372110031e+00,2.428928264223824129e+00
1.947386934673366750e+15,2.049940540406994138e+00,1.010004949999995816e+01,5.475634034795643146e+00,1.929015465563545861e+00,2.429423876551035200e+00
1.959190954773869250e+15,2.050172816674488807e+00,1.008004959999995798e+01,5.363757921380386762e+00,1.924704751375454270e+00,2.429798168715420204e+00
1.970994974874371750e+15,2.050350777941848612e+00,1.006004969999995780e+01,5.256651209569359828e+00,1.920395100121317755e+00,2.430082453475758797e+00
1.982798994974874250e+15,2.050467812623929742e+00,1.004004979999995761e+01,5.154632274332634267e+00,1.916067307774024231e+00,2.430270960957050530e+00
1.994603015075376750e+15,2.050514492253995513e+00,1.003004984999995841e+01,5.055060278591360756e+00,1.911615674588078573e+00,2.430352775503731078e+00
2.006407035175879250e+15,2.050513825035454207e+00,1.001004994999995823e+01,4.954678991797285548e+00,1.906931289555093167e+00,2.430355191001252635e+00
2.018211055276381750e+15,2.050452433294439381e+00,9.990050049999958048e+00,4.858749865254917921e+00,1.902229973189023982e+00,2.430261566002152929e+00
2.030015075376884250e+15,2.050333188338080870e+00,9.980050099999958846e+00,4.766902068167788720e+00,1.897510630690711464e+00,2.430076616435047576e+00
2.041819095477386750e+15,2.050167371171744524e+00,9.960050199999958664e+00,4.679242010089331494e+00,1.892801679050502228e+00,2.429814019171280481e+00
2.053623115577889250e+15,2.049942239314895609e+00,9.940050299999958483e+00,4.594991850322045046e+00,1.888063319698524145e+00,2.429460329615606984e+00
2.065427135678391750e+15,2.049677906983891074e+00,9.930050349999959280e+00,4.514228020127369234e+00,1.883343617073253817e+00,2.429040282654033600e+00
2.077231155778894250e+15,2.049363082796627822e+00,9.910050449999959099e+00,4.435890739283038897e+00,1.878557192974187773e+00,2.428539855196536479e+00
2.089035175879396750e+15,2.048984959384613003e+00,9.890050549999958918e+00,4.356558601694848321e+00,1.873513531989680736e+00,2.427936822341104861e+00
2.100839195979899250e+15,2.048571489383635758e+00,9.880050599999957939e+00,4.280459359707989186e+00,1.868499544802390222e+00,2.427272933377294883e+00
2.112643216080402000e+15,2.048097888736520655e+00,9.860050699999959534e+00,4.207595553530637744e+00,1.863445702367540369e+00,2.426517905102535622e+00
2.124447236180904500e+15,2.047594558994983327e+00,9.850050749999958555e+00,4.137571719240121126e+00,1.858430451895060287e+00,2.425710619091760556e+00
2.136251256281407000e+15,2.047054811152607012e+00,9.830050849999958373e+00,4.070483711998479137e+00,1.853429070174440696e+00,2.424843491207347768e+00
2.148055276381909500e+15,2.046478505865160891e+00,9.810050949999958192e+00,4.005824697869563522e+00,1.848437950542827668e+00,2.423916511320678424e+00
2.159859296482412000e+15,2.045860803398948047e+00,9.800050999999958989e+00,3.943227947991065463e+00,1.843409547932694847e+00,2.422923029603335721e+00
2.171663316582914500e+15,2.045181412743229288e+00,9.780051099999958808e+00,3.879989825074212195e+00,1.838144618683363207e+00,2.421825836122194708e+00
2.183467336683417000e+15,2.044462523576572544e+00,9.770051149999959605e+00,3.818833179966141245e+00,1.832882396581903217e+00,2.420666607135853354e+00
2.195271356783919500e+15,2.043718283633519484e+00,9.750051249999959424e+00,3.760269779188063488e+00,1.827658692192299261e+00,2.419462570486643038e+00
2.207075376884422000e+15,2.042942566580749020e+00,9.740051299999958445e+00,3.703867210579431024e+00,1.822450691726966721e+00,2.418206433334355587e+00
2.218879396984924500e+15,2.042143628704362168e+00,9.720051399999960040e+00,3.649507010538301621e+00,1.817279988050646722e+00,2.416910836273057583e+00
2.230683417085427000e+15,2.041317168803934656e+00,9.710051449999959061e+00,3.597374128242734503e+00,1.812132046019099496e+00,2.415568798435417275e+00
2.242487437185929500e+15,2.040454422142973900e+00,9.690051549999958880e+00,3.546661136868053177e+00,1.806955262220279357e+00,2.414169748795122139e+00
2.254291457286432000e+15,2.039526268061869096e+00,9.680051599999959677e+00,3.495193586169488942e+00,1.801544898988395094e+00,2.412660582140609300e+00
2.266095477386934500e+15,2.038575865773528673e+00,9.660051699999959496e+00,3.445662416933251482e+00,1.796170371364758322e+00,2.411111993828043865e+00
2.277899497487437000e+15,2.037596052290333137e+00,9.650051749999960293e+00,3.397990565409279018e+00,1.790810851691932992e+00,2.409518421248956876e+00
2.289703517587939500e+15,2.036601864537858741e+00,9.630051849999960112e+00,3.352109496464805716e+00,1.785500596129838913e+00,2.407896516967093170e+00
2.301507537688442000e+15,2.035587398085810573e+00,9.620051899999959133e+00,3.307761295143078151e+00,1.780221299519329392e+00,2.406240672622525167e+00
2.313311557788944500e+15,2.034557950164805895e+00,9.600051999999960728e+00,3.265030525914817350e+00,1.774984165490625543e+00,2.404557467201779541e+00
2.325115577889447000e+15,2.033501040821499739e+00,9.590052049999959749e+00,3.223511698497488531e+00,1.769743244902846291e+00,2.402830446975619871e+00
2.336919597989949500e+15,2.032372771229711717e+00,9.570052149999959568e+00,3.181451062196453794e+00,1.764265800940354678e+00,2.400984553131872090e+00
2.348723618090452000e+15,2.031228441164540044e+00,9.560052199999960365e+00,3.140844369022120830e+00,1.758828389717030705e+00,2.399110588208949402e+00
2.360527638190954500e+15,2.030069190708517990e+00,9.550052249999959386e+00,3.101608376158428104e+00,1.753430546697557268e+00,2.397209857263639332e+00
2.372331658291457000e+15,2.028887512778675184e+00,9.530052349999960981e+00,3.063806674025651322e+00,1.748051968134815004e+00,2.395277081032678446e+00
2.384135678391960000e+15,2.027710590693889703e+00,9.520052399999960002e+00,3.027293060002615110e+00,1.742756678436771178e+00,2.393339264010025946e+00
2.395939698492462000e+15,2.026509749062662458e+00,9.500052499999959821e+00,2.991929163526239055e+00,1.737473729402167377e+00,2.391368520835541300e+00
2.407743718592965000e+15,2.025304506667726656e+00,9.490052549999960618e+00,2.957786351242041256e+00,1.732240735463999703e+00,2.389383527971831178e+00
2.419547738693467000e+15,2.024012695191030886e+00,9.480052599999959639e+00,2.923019398226228027e+00,1.726743962997783211e+00,2.387260833136592098e+00
2.431351758793970000e+15,2.022710083100075273e+00,9.460052699999961234e+00,2.889244016212543897e+00,1.721290101139056894e+00,2.385118554848344452e+00
2.443155778894472000e+15,2.021413458929600893e+00,9.450052749999960255e+00,2.856853744222222602e+00,1.715920195537987691e+00,2.382977200264498663e+00
2.454959798994975000e+15,2.020100461343948162e+00,9.440052799999961053e+00,2.825407115440267791e+00,1.710575145177762213e+00,2.380811738435865355e+00
2.466763819095477000e+15,2.018778998917131418e+00,9.420052899999960871e+00,2.794956689393246485e+00,1.705272116176719921e+00,2.378631514874304020e+00
2.478567839195979500e+15,2.017452476859744159e+00,9.410052949999961669e+00,2.765595060314137932e+00,1.700019797766922469e+00,2.376440232574374534e+00
2.490371859296482000e+15,2.016114662778613287e+00,9.400052999999960690e+00,2.737131650181606535e+00,1.694796371681975167e+00,2.374231301939938366e+00
2.502175879396985000e+15,2.014699193450741888e+00,9.380053099999960509e+00,2.708156817922000137e+00,1.689342951832102147e+00,2.371894414303781673e+00
2.513979899497487500e+15,2.013286095416768173e+00,9.370053149999961306e+00,2.680091424973861436e+00,1.683957135615902212e+00,2.369554540841273482e+00
2.525783919597990000e+15,2.011867754417540066e+00,9.360053199999960327e+00,2.652889102485583184e+00,1.678618341968654004e+00,2.367205782122960400e+00
