rhoc,M,R,Lambda,I,Mb
2.728804020100502500e+15,2.381349644586762793e+00,1.107004465000002114e+01,2.570890446665292650e+00,2.702905237489281909e+00,2.715728890721597288e+00
2.744361809045226000e+15,2.378090365250337790e+00,1.106004470000002016e+01,2.574334201311249792e+00,2.691822102084641344e+00,2.710262228231882897e+00
2.759919597989949500e+15,2.374878802921439824e+00,1.105004475000001918e+01,2.578099799365735301e+00,2.680944617469194213e+00,2.704878975975745892e+00
2.775477386934673000e+15,2.371704018132388736e+00,1.104004480000001820e+01,2.581796310703057262e+00,2.670234658700366470e+00,2.699553014313961885e+00
2.791035175879397000e+15,2.368553637141894264e+00,1.103004485000001722e+01,2.585801060710758215e+00,2.659644079969031960e+00,2.694282023915108848e+00
2.806592964824120500e+15,2.365389625157318321e+00,1.102004490000001624e+01,2.589808879985962431e+00,2.649051926939326229e+00,2.688983551642968095e+00
2.822150753768844000e+15,2.362256074076348966e+00,1.101004495000001526e+01,2.594024440702133560e+00,2.638603577762959951e+00,2.683744587633406287e+00
2.837708542713567500e+15,2.359172000378375600e+00,1.100004500000001428e+01,2.598413350490679452e+00,2.628358607930918023e+00,2.678584217038539883e+00
2.853266331658291500e+15,2.356121565372887972e+00,1.099004505000001330e+01,2.602848832674520274e+00,2.618262310078762312e+00,2.673485325542757973e+00
2.868824120603015000e+15,2.353045440371425823e+00,1.098004510000001233e+01,2.607546106122006879e+00,2.608118240238409324e+00,2.668352117338142371e+00
2.884381909547738500e+15,2.350021645096797229e+00,1.097004515000001135e+01,2.612183895961640800e+00,2.598189254857170560e+00,2.663290573948170703e+00
2.899939698492462000e+15,2.347021017091176276e+00,1.096004520000001037e+01,2.616907222908681163e+00,2.588368610905798395e+00,2.658280975947882485e+00
2.915497487437186000e+15,2.344053993588703033e+00,1.095004525000000761e+01,2.621835929643604679e+00,2.578693553280747341e+00,2.653335140948411386e+00
2.931055276381909500e+15,2.341101115471500016e+00,1.094004530000000663e+01,2.626968845290156729e+00,2.569101054310952037e+00,2.648402421321113920e+00
2.946613065326633000e+15,2.338155723485880078e+00,1.093004535000000566e+01,2.632325059121333410e+00,2.559569263799921668e+00,2.643486934842797176e+00
2.962170854271356500e+15,2.335246040052793237e+00,1.093004535000000566e+01,2.637445650520223950e+00,2.550182647958514348e+00,2.638633764073552435e+00
2.977728643216080000e+15,2.332369969300775558e+00,1.092004540000000468e+01,2.642953020780821838e+00,2.540941242538048872e+00,2.633846638675819474e+00
2.993286432160804000e+15,2.329511632765494777e+00,1.091004545000000370e+01,2.648342883298566264e+00,2.531786805744562496e+00,2.629087866441184307e+00
3.008844221105527500e+15,2.326654571754802614e+00,1.090004550000000272e+01,2.654074466309034541e+00,2.522669780612512902e+00,2.624324785866161580e+00
3.024402010050251000e+15,2.323831744841778235e+00,1.089004555000000174e+01,2.659835768316224147e+00,2.513692126228705970e+00,2.619621612304674052e+00
3.039959798994974500e+15,2.321039259193708570e+00,1.089004555000000174e+01,2.665577901815418205e+00,2.504841658008415184e+00,2.614980636864142394e+00
3.055517587939698500e+15,2.318286752391969685e+00,1.088004560000000076e+01,2.671586694571450593e+00,2.496151223176216405e+00,2.610399616667959943e+00
3.071075376884422000e+15,2.315506508579699307e+00,1.087004564999999978e+01,2.677402541656917823e+00,2.487398991374462298e+00,2.605774555702217388e+00
3.086633165829145500e+15,2.312767836851588932e+00,1.086004569999999880e+01,2.683614550684400246e+00,2.478807230018030161e+00,2.601219043939381415e+00
3.102190954773869000e+15,2.310054435785842131e+00,1.085004574999999782e+01,2.689877254877919288e+00,2.470324782882277859e+00,2.596716512689924983e+00
3.117748743718593000e+15,2.307387908626455264e+00,1.085004574999999782e+01,2.696191608396166561e+00,2.462018076484899343e+00,2.592284386901246851e+00
3.133306532663316500e+15,2.304700576631845799e+00,1.084004579999999685e+01,2.702725367931392952e+00,2.453673384399142510e+00,2.587824392974694021e+00
3.148864321608040000e+15,2.302044454394582829e+00,1.083004584999999409e+01,2.709138613681507213e+00,2.445450040275777059e+00,2.583411853915798417e+00
3.164422110552763500e+15,2.299411520470123094e+00,1.082004589999999311e+01,2.715687996189450004e+00,2.437326230324370346e+00,2.579050981274077614e+00
3.179979899497487500e+15,2.296820332503333173e+00,1.082004589999999311e+01,2.722419046425863520e+00,2.429361135033504482e+00,2.574752262116958956e+00
3.195537688442211000e+15,2.294228786920291085e+00,1.081004594999999213e+01,2.729116995581996719e+00,2.421418768239810948e+00,2.570458774869460061e+00
3.211095477386934500e+15,2.291646088721006169e+00,1.080004599999999115e+01,2.735953706678543984e+00,2.413525368518822489e+00,2.566175692693826615e+00
