rhoc,M,R,Lambda,I,Mb
8.884623115577888750e+14,2.037476213873673725e+00,1.247003765000017772e+01,5.219328976422674771e+01,2.690415041268922725e+00,2.376236453588960629e+00
8.958452261306532500e+14,2.051739481155914202e+00,1.246003770000017674e+01,4.918050377282759200e+01,2.716481157028817428e+00,2.396188547650510703e+00
9.032281407035175000e+14,2.067302415581675046e+00,1.245003775000017576e+01,4.605811144395562451e+01,2.744806881410312815e+00,2.418046772033650704e+00
9.106110552763818750e+14,2.082358280426420016e+00,1.244003780000017478e+01,4.321396016928429873e+01,2.772153471277437387e+00,2.439273953706396991e+00
9.179939698492462500e+14,2.096768878358354016e+00,1.243003785000017380e+01,4.063534445995734501e+01,2.798238550113658185e+00,2.459669861533314794e+00
9.253768844221105000e+14,2.110570223994150396e+00,1.242003790000017283e+01,3.829466551306998667e+01,2.823135798379844630e+00,2.479276363008868334e+00
9.327597989949748750e+14,2.123789642921668719e+00,1.241003795000017185e+01,3.615936179934038819e+01,2.846886891207263126e+00,2.498122989491850188e+00
9.401427135678391250e+14,2.136451396226236810e+00,1.240003800000017087e+01,3.421230126963249774e+01,2.869527770074058015e+00,2.516240361520023505e+00
9.475256281407035000e+14,2.148585097218865148e+00,1.239003805000016989e+01,3.242765471881097028e+01,2.891114179710030818e+00,2.533662609571868618e+00
9.549085427135677500e+14,2.160205452935975323e+00,1.238003810000016891e+01,3.079198089706775221e+01,2.911654902727868865e+00,2.550406707266032136e+00
9.622914572864321250e+14,2.171373292137778410e+00,1.237003815000016793e+01,2.928556507417182786e+01,2.931323081117783058e+00,2.566546954811947057e+00
9.696743718592965000e+14,2.183327792924808275e+00,1.236003820000016518e+01,2.773803956012017835e+01,2.952194151671349687e+00,2.583888783952009049e+00
9.770572864321607500e+14,2.194854639501062188e+00,1.234003830000016322e+01,2.630849414077498594e+01,2.972176031703205101e+00,2.600667930912899273e+00
9.844402010050251250e+14,2.205881857292724124e+00,1.233003835000016224e+01,2.499582211316871394e+01,2.991143556869694020e+00,2.616773547700283142e+00
9.918231155778893750e+14,2.216418903370263926e+00,1.232003840000016126e+01,2.378916168983989365e+01,3.009091300974441996e+00,2.632217009238750904e+00
9.992060301507537500e+14,2.226516048498639933e+00,1.231003845000016028e+01,2.267602131529011444e+01,3.026159820008945456e+00,2.647059499395190141e+00
1.006588944723618000e+15,2.236170731790580124e+00,1.229003855000015832e+01,2.164808767179009408e+01,3.042306876650814118e+00,2.661299280138237133e+00
1.013971859296482375e+15,2.245425558376715536e+00,1.228003860000015734e+01,2.069581589308372926e+01,3.057644581729635824e+00,2.674988367478515983e+00
1.021354773869346750e+15,2.254281991064286839e+00,1.227003865000015637e+01,1.981341451383953256e+01,3.072150994619902598e+00,2.688130048842265918e+00
1.028737688442211000e+15,2.262759675354382605e+00,1.225003875000015441e+01,1.899312421198614942e+01,3.085864175547284649e+00,2.700748080147643115e+00
1.036120603015075375e+15,2.271761649114234505e+00,1.224003880000015343e+01,1.815023716562886591e+01,3.100253232347320864e+00,2.714185488574447636e+00
1.043503517587939625e+15,2.280415804807057079e+00,1.223003885000015067e+01,1.736251656336095550e+01,3.113889653529564150e+00,2.727142961360039308e+00
1.050886432160804000e+15,2.288684235647667986e+00,1.221003895000014872e+01,1.663309467203335856e+01,3.126724925057931426e+00,2.739559807985107120e+00
1.058269346733668250e+15,2.296577652013842563e+00,1.220003900000014774e+01,1.595437318696018991e+01,3.138772778439333777e+00,2.751449649135008446e+00
1.065652261306532625e+15,2.304125612920999711e+00,1.218003910000014578e+01,1.532256519289063768e+01,3.150110257988108842e+00,2.762850985227614409e+00
1.073035175879397000e+15,2.311337143654578430e+00,1.217003915000014480e+01,1.473363964753130162e+01,3.160742925818627924e+00,2.773773692071976882e+00
1.080418090452261250e+15,2.318226555953036172e+00,1.215003925000014284e+01,1.418363142893524298e+01,3.170702193467999308e+00,2.784239505752198252e+00
1.087801005025125625e+15,2.324831015806267054e+00,1.214003930000014186e+01,1.366893857428921422e+01,3.180091200371331528e+00,2.794293278705231476e+00
1.095183919597989875e+15,2.331136162237811504e+00,1.213003935000014089e+01,1.318699696866928583e+01,3.188845594242009529e+00,2.803920959248002998e+00
1.102566834170854250e+15,2.337769472088506717e+00,1.211003945000013715e+01,1.268935364924289821e+01,3.197826295162128130e+00,2.814077335231446764e+00
1.109949748743718500e+15,2.344139486646301673e+00,1.210003950000013617e+01,1.222176941266953420e+01,3.206248467968369376e+00,2.823852277441270875e+00
1.117332663316582875e+15,2.350212063470017210e+00,1.208003960000013421e+01,1.178504150514351423e+01,3.214059243234075769e+00,2.833196575023654518e+00
1.124715577889447250e+15,2.355994277759332789e+00,1.207003965000013324e+01,1.137546025681282380e+01,3.221251945188615018e+00,2.842119751525800098e+00
1.132098492462311500e+15,2.361517963529831565e+00,1.205003975000013128e+01,1.099038123314682380e+01,3.227927291867489057e+00,2.850660290075879288e+00
1.139481407035176000e+15,2.366773033012078198e+00,1.204003980000013030e+01,1.062906142066771764e+01,3.234032649755367750e+00,2.858810618276248938e+00
1.146864321608040000e+15,2.371787153882313426e+00,1.202003990000012834e+01,1.028895881823639158e+01,3.239647565686604835e+00,2.866605304334706172e+00
1.154247236180904500e+15,2.376586793931422914e+00,1.201003995000012736e+01,9.968958512500217140e+00,3.244852123740795680e+00,2.874077503481159646e+00
1.161630150753768750e+15,2.381155654620663586e+00,1.199004005000012540e+01,9.666967509614996956e+00,3.249569040288535327e+00,2.881210061325964578e+00
1.169013065326633000e+15,2.385908986661274600e+00,1.198004010000012265e+01,9.355360031643698449e+00,3.254213983495739093e+00,2.888652858405274415e+00
1.176395979899497500e+15,2.390460595121526310e+00,1.196004020000012069e+01,9.060781503940901871e+00,3.258444713260671755e+00,2.895790193679439017e+00
1.183778894472361750e+15,2.394776906169984620e+00,1.195004025000011971e+01,8.782653485116870939e+00,3.262186055709108690e+00,2.902578131438220410e+00
1.191161809045226000e+15,2.398888774623437303e+00,1.193004035000011775e+01,8.521401731533917001e+00,3.265535877490896244e+00,2.909055953323662624e+00
1.198544723618090500e+15,2.402789302176000952e+00,1.192004040000011678e+01,8.273732150676325503e+00,3.268446904999502856e+00,2.915215592481669393e+00
1.205927638190954750e+15,2.406493831443022202e+00,1.190004050000011482e+01,8.039763257381132178e+00,3.270971289810091776e+00,2.921080558096495583e+00
1.213310552763819000e+15,2.410013107671287624e+00,1.189004055000011384e+01,7.818250470580847988e+00,3.273126581022053116e+00,2.926662055333080215e+00
1.220693467336683500e+15,2.413366479146850985e+00,1.187004065000011188e+01,7.608343636576504920e+00,3.274976615699602522e+00,2.931988252467895961e+00
1.228076381909547750e+15,2.416543371039384880e+00,1.186004070000011090e+01,7.409370862867640462e+00,3.276469713732111710e+00,2.937047658895141300e+00
1.235459296482412000e+15,2.419795053843999177e+00,1.184004080000010717e+01,7.205462583963820222e+00,3.277728271590481413e+00,2.942236328477488616e+00
1.242842211055276500e+15,2.422878537624351569e+00,1.183004085000010619e+01,7.011611170515257285e+00,3.278640663992284932e+00,2.947167963997984419e+00
1.250225125628140500e+15,2.425805140504570190e+00,1.181004095000010423e+01,6.828065012285996715e+00,3.279275750915171983e+00,2.951853801253574439e+00
1.257608040201005000e+15,2.428564932510537844e+00,1.179004105000010227e+01,6.653655484903230999e+00,3.279580232043522336e+00,2.956282496284363237e+00
1.264990954773869250e+15,2.431168018392620311e+00,1.178004110000010130e+01,6.488750352509246255e+00,3.279586280583524971e+00,2.960469661511708317e+00
1.272373869346733500e+15,2.433616166809555725e+00,1.176004120000009934e+01,6.330727079982723104e+00,3.279281561414893353e+00,2.964418563099497916e+00
1.279756783919598000e+15,2.435945688822543698e+00,1.175004125000009836e+01,6.181451866152615437e+00,3.278796021441378716e+00,2.968174862891017174e+00
1.287139698492462250e+15,2.438141858290706843e+00,1.174004130000009738e+01,6.038265729604195720e+00,3.278064170747874595e+00,2.971721608466935116e+00
1.294522613065326500e+15,2.440189190808689901e+00,1.172004140000009365e+01,5.902225424535648024e+00,3.277018177087498874e+00,2.975044072375411908e+00
1.301905527638191000e+15,2.442270124854361679e+00,1.171004145000009267e+01,5.763503284528011861e+00,3.275736268238803373e+00,2.978419095428287644e+00
1.309288442211055250e+15,2.444214390499467981e+00,1.169004155000009071e+01,5.630823352841977325e+00,3.274171645694591515e+00,2.981580868093919090e+00
1.316671356783919500e+15,2.446039368682398685e+00,1.168004160000008973e+01,5.504456890352122045e+00,3.272409998409499199e+00,2.984554436048732384e+00
1.324054271356784000e+15,2.447738813254849433e+00,1.166004170000008777e+01,5.384173871975012737e+00,3.270417365112727293e+00,2.987327320223218230e+00
1.331437185929648250e+15,2.449329818703558814e+00,1.165004175000008679e+01,5.269047101992734738e+00,3.268245414543248906e+00,2.989926086432452834e+00
1.338820100502512500e+15,2.450809889761457860e+00,1.163004185000008484e+01,5.159183508686772335e+00,3.265878654004322090e+00,2.992348049937401555e+00
1.346203015075377000e+15,2.452191581916366214e+00,1.162004190000008386e+01,5.054078718771035206e+00,3.263355882918797413e+00,2.994610691239636413e+00
1.353585929648241250e+15,2.453465245893196034e+00,1.160004200000008190e+01,4.953826817802261751e+00,3.260637119307392862e+00,2.996704920944145645e+00
1.360968844221105500e+15,2.454651899242621393e+00,1.159004205000007914e+01,4.857645212361495268e+00,3.257786931017006893e+00,2.998655107266322339e+00
1.368351758793969750e+15,2.455799288564485927e+00,1.157004215000007719e+01,4.760219952557481093e+00,3.254586414107610182e+00,3.000548173372145744e+00
1.375734673366834000e+15,2.456859290895006875e+00,1.156004220000007621e+01,4.667216509962830884e+00,3.251251524134189719e+00,3.002297053984110953e+00
1.383117587939698500e+15,2.457824559732855629e+00,1.154004230000007425e+01,4.577831161478298938e+00,3.247757498138718280e+00,3.003894435742550773e+00
1.390500502512562750e+15,2.458701678160902127e+00,1.153004235000007327e+01,4.492096991357347413e+00,3.244121772176221885e+00,3.005345559279894552e+00
1.397883417085427000e+15,2.459500058327217076e+00,1.152004240000007229e+01,4.409990045160032679e+00,3.240378560603812463e+00,3.006667668088544243e+00
1.405266331658291500e+15,2.460215718083547998e+00,1.150004250000007033e+01,4.331688615329983172e+00,3.236508067351858031e+00,3.007856344823329753e+00
1.412649246231155750e+15,2.460849198321599651e+00,1.149004255000006935e+01,4.256215080566840392e+00,3.232500423431836190e+00,3.008912711100724557e+00
1.420032160804020000e+15,2.461425128815449614e+00,1.147004265000006562e+01,4.183848933143535120e+00,3.228440641764373176e+00,3.009866235841032189e+00
1.427415075376884250e+15,2.461916290825211906e+00,1.146004270000006464e+01,4.114062140066247153e+00,3.224228047649937423e+00,3.010690330488130062e+00
1.434797989949748750e+15,2.462358145640101359e+00,1.145004275000006366e+01,4.044506277466403787e+00,3.219753674939636490e+00,3.011432348317378604e+00
1.442180904522613000e+15,2.462746915816611093e+00,1.143004285000006170e+01,3.977651228699652819e+00,3.215235714021243751e+00,3.012077254254597936e+00
1.449563819095477250e+15,2.463046804449488203e+00,1.142004290000006073e+01,3.913303395037790899e+00,3.210549614257749873e+00,3.012588612266647647e+00
1.456946733668341750e+15,2.463291611879370624e+00,1.140004300000005877e+01,3.851384994393039385e+00,3.205808798814739902e+00,3.013003486967583466e+00
1.464329648241206000e+15,2.463493643626148089e+00,1.139004305000005779e+01,3.791775902549983090e+00,3.201049840406860358e+00,3.013334709391032984e+00
1.471712562814070250e+15,2.463604528197079979e+00,1.138004310000005681e+01,3.734442808305538541e+00,3.196100827840210545e+00,3.013535007473151506e+00
1.479095477386934500e+15,2.463693863212217838e+00,1.136004320000005485e+01,3.679332963951357449e+00,3.191205508536233637e+00,3.013678003987407372e+00
1.486478391959799000e+15,2.463714117505795276e+00,1.135004325000005387e+01,3.625920822547574307e+00,3.186188511441824023e+00,3.013716400494929282e+00
1.493861306532663250e+15,2.463678786229627438e+00,1.134004330000005112e+01,3.574765899070631026e+00,3.181096278389453857e+00,3.013664003189245655e+00
1.501244221105527500e+15,2.463599281179611022e+00,1.133004335000005014e+01,3.523658944089940626e+00,3.175809687249582236e+00,3.013533022428452224e+00
1.508627135678392000e+15,2.463463747681782667e+00,1.131004345000004818e+01,3.474442665586695789e+00,3.170443102617623410e+00,3.013310902190043272e+00
1.516010050251256250e+15,2.463288689540157783e+00,1.130004350000004720e+01,3.427056274931873592e+00,3.165055493530701813e+00,3.013017245549169942e+00
1.523392964824120500e+15,2.463062030575101868e+00,1.129004355000004622e+01,3.381067334345397413e+00,3.159599263905577438e+00,3.012641153876282285e+00
1.530775879396984750e+15,2.462796041028441518e+00,1.127004365000004427e+01,3.336840474903501885e+00,3.154112358630663415e+00,3.012194608286386632e+00
1.538158793969849250e+15,2.462491654512283468e+00,1.126004370000004329e+01,3.294037576545343349e+00,3.148596262748499353e+00,3.011680927641696925e+00
1.545541708542713500e+15,2.462143489212876180e+00,1.125004375000004231e+01,3.252769890687996046e+00,3.143032850872045092e+00,3.011096720358948708e+00
1.552924623115577750e+15,2.461764517970760124e+00,1.124004380000004133e+01,3.212701867774378606e+00,3.137459665367011930e+00,3.010454373940038231e+00
1.560307537688442250e+15,2.461335921596944143e+00,1.123004385000004035e+01,3.174162217038843714e+00,3.131810447767811478e+00,3.009737425229658925e+00
1.567690452261306500e+15,2.460869459483155275e+00,1.121004395000003662e+01,3.135535970182397492e+00,3.125992052795414811e+00,3.008946989281532147e+00
1.575073366834170750e+15,2.460360784721818295e+00,1.120004400000003564e+01,3.098316102497304048e+00,3.120123890625107865e+00,3.008090370081529574e+00
1.582456281407035000e+15,2.459821151485176660e+00,1.119004405000003466e+01,3.062230284190867735e+00,3.114242110180367007e+00,3.007176499135813419e+00
1.589839195979899500e+15,2.459245385871688505e+00,1.118004410000003368e+01,3.027254589473882262e+00,3.108325076205636250e+00,3.006204509428765270e+00
1.597222110552763750e+15,2.458640375471210948e+00,1.117004415000003270e+01,2.993562784759601136e+00,3.102397563477240716e+00,3.005178974848346840e+00
1.604605025125628000e+15,2.458013691480618768e+00,1.115004425000003074e+01,2.960709189258316165e+00,3.096481403965564372e+00,3.004113879458111036e+00
1.611987939698492500e+15,2.457348439067220447e+00,1.114004430000002976e+01,2.929057944643975731e+00,3.090516339221308417e+00,3.002986398377147204e+00
1.619370854271356750e+15,2.456660653726774335e+00,1.113004435000002879e+01,2.898210999406900967e+00,3.084553983219979756e+00,3.001819259622683145e+00
1.626753768844221000e+15,2.455952482627555167e+00,1.112004440000002781e+01,2.868381322418893209e+00,3.078602396149623832e+00,3.000612313826733324e+00
1.634136683417085250e+15,2.455176642018582100e+00,1.111004445000002683e+01,2.838288478244364477e+00,3.072347783913335295e+00,2.999297314749391763e+00
1.641519597989949750e+15,2.454384962965360462e+00,1.110004450000002585e+01,2.809045618901108377e+00,3.066119357627687947e+00,2.997945385979240651e+00
