EoS,branch2,branch1,m2_source,rhoc2,R2,lambda2,I2,Mb2,m1_source,rhoc1,R1,lambda1,I1,Mb1,Mmax
./macro-h4.csv,0,0,1.17173024633,4.84552779912e+14,20.0,2220.21797783,1.44492571817,1.26042671537,1.59140577266,6.75623694781e+14,20.0,347.993796829,2.1372421277,1.76615191641,2.0312320185289536
./macro-h4.csv,0,0,1.17194261357,4.84614103502e+14,20.0,2217.95628682,1.44527980374,1.26067400491,1.59109933877,6.75437843701e+14,20.0,348.480481771,2.13678058866,1.76577000254,2.0312320185289536
./macro-h4.csv,0,0,1.17215494791,4.84675417595e+14,20.0,2215.69494607,1.44563383447,1.26092125616,1.59079308921,6.75252104415e+14,20.0,348.966873961,2.13631932725,1.7653883184,2.0312320185289536
./macro-h4.csv,0,0,1.17236724939,4.84736722197e+14,20.0,2213.43395539,1.4459878104,1.26116846913,1.59048702379,6.75066476813e+14,20.0,349.452973687,2.13585834318,1.76500686376,2.0312320185289536
./macro-h4.csv,0,0,1.17257951802,4.84798017312e+14,20.0,2211.17331456,1.44634173156,1.26141564385,1.59018114234,6.74880960784e+14,20.0,349.938781235,2.13539763621,1.7646256384,2.0312320185289536
./macro-h4.csv,0,0,1.17279175382,4.84859302947e+14,20.0,2208.91302339,1.44669559797,1.26166278033,1.58987544467,6.74695556221e+14,20.0,350.424296891,2.13493720604,1.7642446421,2.0312320185289536
./macro-h4.csv,0,0,1.1730039568,4.84920579107e+14,20.0,2206.65308167,1.44704940967,1.26190987861,1.58956993061,6.74510263014e+14,20.0,350.909520943,2.13447705241,1.76386387463,2.0312320185289536
./macro-h4.csv,0,0,1.17321612699,4.84981845797e+14,20.0,2204.3934892,1.4474031667,1.2621569387,1.58926459997,6.74325081053e+14,20.0,351.394453674,2.13401717504,1.76348333576,2.0312320185289536
./macro-h4.csv,0,0,1.1734282644,4.85043103023e+14,20.0,2202.13424579,1.44775686908,1.26240396063,1.58895945258,6.7414001023e+14,20.0,351.879095371,2.13355757368,1.76310302528,2.0312320185289536
./macro-h4.csv,0,0,1.17364036906,4.85104350791e+14,20.0,2199.87535123,1.44811051684,1.26265094441,1.58865448825,6.73955050437e+14,20.0,352.363446318,2.13309824804,1.76272294295,2.0312320185289536
./macro-h4.csv,0,0,1.17385244098,4.85165589105e+14,20.0,2197.61680532,1.44846411002,1.26289789007,1.58834970681,6.73770201563e+14,20.0,352.847506799,2.13263919786,1.76234308856,2.0312320185289536
./macro-h4.csv,0,0,1.17406448018,4.85226817971e+14,20.0,2195.35860786,1.44881764865,1.26314479763,1.58804510808,6.73585463502e+14,20.0,353.331277098,2.13218042287,1.76196346188,2.0312320185289536
./macro-h4.csv,0,0,1.17427648668,4.85288037394e+14,20.0,2193.10075865,1.44917113275,1.26339166712,1.58774069188,6.73400836145e+14,20.0,353.8147575,2.1317219228,1.76158406269,2.0312320185289536
./macro-h4.csv,0,0,1.1744884605,4.85349247381e+14,20.0,2190.84325748,1.44952456237,1.26363849855,1.58743645803,6.73216319383e+14,20.0,354.297948287,2.13126369738,1.76120489077,2.0312320185289536
./macro-h4.csv,0,0,1.17470040166,4.85410447936e+14,20.0,2188.58610417,1.44987793753,1.26388529195,1.58713240636,6.73031913109e+14,20.0,354.780849742,2.13080574635,1.7608259459,2.0312320185289536
./macro-h4.csv,0,0,1.17491231018,4.85471639064e+14,20.0,2186.32929851,1.45023125826,1.26413204733,1.58682853668,6.72847617214e+14,20.0,355.263462148,2.13034806942,1.76044722785,2.0312320185289536
./macro-h4.csv,0,0,1.17512418607,4.85532820772e+14,20.0,2184.0728403,1.45058452459,1.26437876473,1.58652484882,6.72663431592e+14,20.0,355.745785786,2.12989066635,1.7600687364,2.0312320185289536
./macro-h4.csv,0,0,1.17533602935,4.85593993065e+14,20.0,2181.81672934,1.45093773656,1.26462544416,1.5862213426,6.72479356133e+14,20.0,356.227820939,2.12943353685,1.75969047134,2.0312320185289536
./macro-h4.csv,0,0,1.17554784005,4.85655155947e+14,20.0,2179.56096543,1.45129089419,1.26487208564,1.58591801784,6.72295390732e+14,20.0,356.709567888,2.12897668067,1.75931243244,2.0312320185289536
./macro-h4.csv,0,0,1.17575961818,4.85716309425e+14,20.0,2177.30554837,1.45164399753,1.2651186892,1.58561487437,6.7211153528e+14,20.0,357.191026914,2.12852009754,1.75893461947,2.0312320185289536
