rhoc,M,R,Lambda,I,Mb
2.977728643216083500e+15,2.321617180893307708e+00,1.091004545000000370e+01,2.025343978305679027e+00,2.508007379929132696e+00,2.593822289333797659e+00
2.993286432160807000e+15,2.318772724084744219e+00,1.090004550000000272e+01,2.029132217593971887e+00,2.498978449039289451e+00,2.589139391512561783e+00
3.008844221105530500e+15,2.315937232605620455e+00,1.089004555000000174e+01,2.033517054670510138e+00,2.490014133159676124e+00,2.584465539128356415e+00
3.024402010050254500e+15,2.313129679580915088e+00,1.088004560000000076e+01,2.037926725558687480e+00,2.481166562747568971e+00,2.579845847432376882e+00
3.039959798994978000e+15,2.310359613613508944e+00,1.088004560000000076e+01,2.042067822491976159e+00,2.472463955450033612e+00,2.575287663092815649e+00
3.055517587939701500e+15,2.307612543158688911e+00,1.087004564999999978e+01,2.046421131661057657e+00,2.463863821814294752e+00,2.570771106947919993e+00
3.071075376884425000e+15,2.304862201904776420e+00,1.086004569999999880e+01,2.051252008234059065e+00,2.455288417014852342e+00,2.566244767476743682e+00
3.086633165829149000e+15,2.302132125095117221e+00,1.085004574999999782e+01,2.055845858377621127e+00,2.446799167865324698e+00,2.561761217319386663e+00
3.102190954773872500e+15,2.299440080339612447e+00,1.084004579999999685e+01,2.060365683107278301e+00,2.438458862586278642e+00,2.557336711887035818e+00
3.117748743718596000e+15,2.296781512512125811e+00,1.084004579999999685e+01,2.065354347241765254e+00,2.430249037416753133e+00,2.552974641004667422e+00
3.133306532663319500e+15,2.294118351266012379e+00,1.083004584999999409e+01,2.070199180245220205e+00,2.422051150868984593e+00,2.548595458610724673e+00
3.148864321608043500e+15,2.291470666332815043e+00,1.082004589999999311e+01,2.074936659198711730e+00,2.413928605475653466e+00,2.544251560800910639e+00
3.164422110552767000e+15,2.288857182172804539e+00,1.082004589999999311e+01,2.079465349602927837e+00,2.405937393928398116e+00,2.539967755368132796e+00
3.179979899497490500e+15,2.286280945104417484e+00,1.081004594999999213e+01,2.084541062896571262e+00,2.398087372793622496e+00,2.535740838763674176e+00
3.195537688442214000e+15,2.283706676656500179e+00,1.080004599999999115e+01,2.089582214006217686e+00,2.390267843937628811e+00,2.531520774348518188e+00
3.211095477386938000e+15,2.281142873834853813e+00,1.079004604999999017e+01,2.094874242218469185e+00,2.382507594265402151e+00,2.527322192967784709e+00
