rhoc,M,R,Lambda,I,Mb
7.318046231155793750e+14,1.672450872124897625e+00,1.350003250000029276e+01,2.623927397875119709e+02,2.254246371582291353e+00,1.867984069678618964e+00
7.408725628140717500e+14,1.683774472133899192e+00,1.349003255000029178e+01,2.486395123435271444e+02,2.269636813980205670e+00,1.882336885323213194e+00
7.499405025125642500e+14,1.694762987825087830e+00,1.347003265000028982e+01,2.358755130499426969e+02,2.284299859428046364e+00,1.896294487168979526e+00
7.590084422110567500e+14,1.705433601617408312e+00,1.345003275000028786e+01,2.240598407499119276e+02,2.298268005768205668e+00,1.909875589375045202e+00
7.680763819095492500e+14,1.715800357079229732e+00,1.344003280000028688e+01,2.130333481721141027e+02,2.311559057255704541e+00,1.923097936702071520e+00
7.771443216080417500e+14,1.725878066773266717e+00,1.342003290000028493e+01,2.027550193509464407e+02,2.324210823642436363e+00,1.935977074659740671e+00
7.862122613065342500e+14,1.735676680872581645e+00,1.341003295000028395e+01,1.931382518806133533e+02,2.336220789633436823e+00,1.948525174211509503e+00
7.952802010050267500e+14,1.745214413747822935e+00,1.339003305000028021e+01,1.841335548779666453e+02,2.347646071364567710e+00,1.960762899475143595e+00
8.043481407035192500e+14,1.754485939741993183e+00,1.337003315000027825e+01,1.757044161963807483e+02,2.358458326520769699e+00,1.972683056411509650e+00
8.134160804020117500e+14,1.763511556794382207e+00,1.335003325000027630e+01,1.677984044047215093e+02,2.368716815321814551e+00,1.984308058028606769e+00
8.224840201005042500e+14,1.772300816844089244e+00,1.333003335000027434e+01,1.603644482062285022e+02,2.378429908173438800e+00,1.995650259727427045e+00
8.315519597989967500e+14,1.780854119521276369e+00,1.332003340000027336e+01,1.533764978203056444e+02,2.387606564415052368e+00,2.006707843357049548e+00
8.406198994974892500e+14,1.789180427124102524e+00,1.330003350000027140e+01,1.467906536878299164e+02,2.396267392309994193e+00,2.017489932268931252e+00
8.496878391959817500e+14,1.797285987984998057e+00,1.328003360000026944e+01,1.405900138536512429e+02,2.404419231479062002e+00,2.028007215364318050e+00
8.587557788944741250e+14,1.805187928825438659e+00,1.326003370000026571e+01,1.347313810875310480e+02,2.412097758353121346e+00,2.038280890737709239e+00
8.678237185929666250e+14,1.812876954883548830e+00,1.324003380000026375e+01,1.292013476242807712e+02,2.419300889257462117e+00,2.048293094895998312e+00
8.768916582914591250e+14,1.820364381918246677e+00,1.322003390000026180e+01,1.239754470837764302e+02,2.426047650544065348e+00,2.058059158228670249e+00
8.859595979899516250e+14,1.827652831788278531e+00,1.320003400000025984e+01,1.190315318465857786e+02,2.432351991947933723e+00,2.067579382721987713e+00
8.950275376884441250e+14,1.834758336415229785e+00,1.318003410000025788e+01,1.143534888298166265e+02,2.438230779738383536e+00,2.076881000635157015e+00
9.040954773869366250e+14,1.841674203983511449e+00,1.316003420000025592e+01,1.099206590952511533e+02,2.443699913159591564e+00,2.085945111307063282e+00
9.131634170854291250e+14,1.848406318576738316e+00,1.314003430000025396e+01,1.057156646032276086e+02,2.448751569889608515e+00,2.094785272036872925e+00
9.222313567839216250e+14,1.854966788630555641e+00,1.312003440000025023e+01,1.017198325007738902e+02,2.453418973319461127e+00,2.103415203892545993e+00
9.312992964824141250e+14,1.861352828038090212e+00,1.310003450000024827e+01,9.794242689419611736e+01,2.457719229758923429e+00,2.111824832491505877e+00
9.403672361809066250e+14,1.867570839323463128e+00,1.308003460000024631e+01,9.433954641265751206e+01,2.461633896107951358e+00,2.120030697295281819e+00
9.494351758793990000e+14,1.873626496214073178e+00,1.306003470000024436e+01,9.092360062244583219e+01,2.465212537583845620e+00,2.128031878142372602e+00
9.585031155778915000e+14,1.879520519034520332e+00,1.304003480000024240e+01,8.767103852766194905e+01,2.468431462983392777e+00,2.135832549463248853e+00
