m,R,Prior
1.20335137790547,14.1896308392089,8.1685999019768E-05
1.26649313887383,12.4907417179175,8.1685999019768E-05
1.35498589741646,12.3200295047352,8.1685999019768E-05
1.58960715003568,15.5026831647007,8.1685999019768E-05
1.21180656861392,10.6831398841151,8.1685999019768E-05
1.20986203182714,13.1129565876568,8.1685999019768E-05
1.30998746944162,13.3815031328985,8.1685999019768E-05
1.51064962503853,13.70638209099,8.1685999019768E-05
1.57569213185221,14.5151565940614,8.1685999019768E-05
1.06872925382995,11.6337355505531,8.1685999019768E-05
1.23654804078013,10.9031311688915,8.1685999019768E-05
1.19386806256098,12.3730555710027,8.1685999019768E-05
1.09440954744732,10.8738147983238,8.1685999019768E-05
1.2877528708272,12.1291430600002,8.1685999019768E-05
1.60183677847508,14.1905208691425,8.1685999019768E-05
1.19721611649684,11.1664445001264,8.1685999019768E-05
1.18204787318858,11.6946077248281,8.1685999019768E-05
1.47676969207793,13.624426605519,8.1685999019768E-05
1.37314839646188,15.0967474246014,8.1685999019768E-05
1.41752457682373,14.9930632554218,8.1685999019768E-05
1.13309055512292,12.4341188280851,8.1685999019768E-05
1.67127820154752,15.367494149546,8.1685999019768E-05
1.08694861993682,10.6441931667526,8.1685999019768E-05
1.17621048580063,11.590990217533,8.1685999019768E-05
1.21789057307442,12.266158431521,8.1685999019768E-05
1.625330914422,14.5336859454017,8.1685999019768E-05
1.15647359582278,12.4444808236675,8.1685999019768E-05
1.21824796989227,11.4108588767146,8.1685999019768E-05
1.23291286048404,10.723571449018,8.1685999019768E-05
1.21868958196286,11.199399411189,8.1685999019768E-05
1.08165048618109,10.1470510634243,8.1685999019768E-05
1.39488304883987,12.172566278384,8.1685999019768E-05
1.10795672263376,11.8611342364155,8.1685999019768E-05
1.36693431405437,13.54397242062,8.1685999019768E-05
1.04300101814314,10.6483035445235,8.1685999019768E-05
1.14522764671138,10.7106259972617,8.1685999019768E-05
1.31326100405362,12.0284203883768,8.1685999019768E-05
1.02444567947651,10.6847617965381,8.1685999019768E-05
1.48171472260693,12.8791781554639,8.1685999019768E-05
1.39912531056846,12.7141619791467,8.1685999019768E-05
1.06926046698697,11.0445902903681,8.1685999019768E-05
1.38818316672204,13.0582582241476,8.1685999019768E-05
1.29253598304227,11.3297172627839,8.1685999019768E-05
1.18808737403961,12.486807271297,8.1685999019768E-05
1.24719255860467,12.8686588208015,8.1685999019768E-05
1.68250341676311,14.6993027476108,8.1685999019768E-05
1.35848961519294,14.3521724606878,8.1685999019768E-05
1.16659607486655,12.0403009809672,8.1685999019768E-05
1.53225120012904,13.074111890393,8.1685999019768E-05
1.34649711161546,13.9655939573348,8.1685999019768E-05
1.25523840367452,11.8771101369513,8.1685999019768E-05
1.34116910578536,12.2771130749041,8.1685999019768E-05
1.18930375354175,11.7924812815804,8.1685999019768E-05
1.40711928898928,14.3753688358941,8.1685999019768E-05
1.24212245362081,10.8694423362542,8.1685999019768E-05
1.34112141683463,13.3965268122261,8.1685999019768E-05
1.38528678286277,12.8126285436443,8.1685999019768E-05
1.17614630273744,13.1611463083512,8.1685999019768E-05
1.06614537560144,12.5266257637517,8.1685999019768E-05
1.39959785590478,12.3979956927652,8.1685999019768E-05
1.24323568639253,12.8986582630673,8.1685999019768E-05
1.12295452132176,12.9118464413987,8.1685999019768E-05
1.26809091279582,14.3159441046735,8.1685999019768E-05
1.39999970256678,13.3283395296956,8.1685999019768E-05
1.22679500687496,11.0668246356353,8.1685999019768E-05
1.38557912088787,13.8265603433878,8.1685999019768E-05
1.56914618943153,13.9785493140946,8.1685999019768E-05
1.29901456536888,14.0663752969195,8.1685999019768E-05
1.08915709508025,11.3878985407751,8.1685999019768E-05
1.23163615448817,13.5223284840643,8.1685999019768E-05
1.24868523053365,12.0124353893803,8.1685999019768E-05
1.16301594055722,13.4438964321727,8.1685999019768E-05
1.42083865594338,14.3604146565347,8.1685999019768E-05
1.05428494455824,10.1168393208077,8.1685999019768E-05
1.39372308875667,14.2989015606624,8.1685999019768E-05
1.16785115243797,12.6436262320396,8.1685999019768E-05
1.24289117724418,13.943338701528,8.1685999019768E-05
1.35443987155538,13.5353033775321,8.1685999019768E-05
1.59060789153495,15.6729966099883,8.1685999019768E-05
1.23781412955952,11.9154218041143,8.1685999019768E-05
1.30286823999794,12.4160776018751,8.1685999019768E-05
1.45763074071015,13.5144881647362,8.1685999019768E-05
1.32817421492833,13.6553999258978,8.1685999019768E-05
1.82478949004582,14.8466553402919,8.1685999019768E-05
1.1872001671455,12.1798183964473,8.1685999019768E-05
1.21816852068656,11.5047084470956,8.1685999019768E-05
1.33252955242969,13.2756274608399,8.1685999019768E-05
1.52253910241361,14.6689774101889,8.1685999019768E-05
1.36994519252767,13.4305254821579,8.1685999019768E-05
1.47828121197615,12.4094765093069,8.1685999019768E-05
1.24608319662828,11.9785478813841,8.1685999019768E-05
1.48800199499332,13.4964431914641,8.1685999019768E-05
1.06185171363042,11.7083580798901,8.1685999019768E-05
1.2522789811799,10.5186692848975,8.1685999019768E-05
1.4709435419322,14.0421314888332,8.1685999019768E-05
1.5743328220346,14.5747134209756,8.1685999019768E-05
1.20495857649645,12.7228533688555,8.1685999019768E-05
1.41735962613108,12.3847850594085,8.1685999019768E-05
1.49371871488894,13.2910073614018,8.1685999019768E-05
1.15126005814117,11.4871401416849,8.1685999019768E-05
1.04802003099161,10.8298676296907,8.1685999019768E-05
1.04143488922571,11.7423877910003,8.1685999019768E-05
1.36091526714761,15.0111412267213,8.1685999019768E-05
1.15705392585694,12.6479955167519,8.1685999019768E-05
1.50929036438766,14.1356396346894,8.1685999019768E-05
1.14322251996052,11.0345604111465,8.1685999019768E-05
1.25124321949718,13.485017482858,8.1685999019768E-05
1.25858945077726,13.6041015554256,8.1685999019768E-05
1.24985788753043,12.8294267192811,8.1685999019768E-05
1.5282418813604,13.3182447560693,8.1685999019768E-05
1.00078060250987,9.24548590802574,8.1685999019768E-05
1.2250270628129,13.431607678045,8.1685999019768E-05
1.10690045720616,12.8088180608804,8.1685999019768E-05
1.27891345287681,13.9716926045338,8.1685999019768E-05
1.21041237004411,10.8039402753818,8.1685999019768E-05
1.19578789456566,12.0401842219975,8.1685999019768E-05
1.20163209728803,12.3209229535825,8.1685999019768E-05
1.41074558341995,13.2452954459904,8.1685999019768E-05
1.24970158422653,12.9018395713043,8.1685999019768E-05
1.09779682665413,11.0451551176137,8.1685999019768E-05
1.24428964020069,12.7243877917988,8.1685999019768E-05
1.06489090583074,11.0738756186562,8.1685999019768E-05
1.02894632269237,13.1266243851797,8.1685999019768E-05
1.48989323570868,14.6973694380289,8.1685999019768E-05
1.2769458286394,12.8270950727673,8.1685999019768E-05
1.35874229076636,14.0836009659255,8.1685999019768E-05
1.27455171716804,13.4055546883122,8.1685999019768E-05
1.67722908502891,14.3531368566547,8.1685999019768E-05
1.18689056113676,12.6364932917206,8.1685999019768E-05
1.11248615854443,11.9364347310545,8.1685999019768E-05
1.11457391739092,11.1811116406724,8.1685999019768E-05
1.15003045192521,12.2941430330542,8.1685999019768E-05
1.40161311231773,12.8992170571402,8.1685999019768E-05
1.12392950505165,11.3818359406381,8.1685999019768E-05
1.06365709610431,11.323036385753,8.1685999019768E-05
1.25328519181307,11.9133061861008,8.1685999019768E-05
1.29867416640157,13.0614016125959,8.1685999019768E-05
1.58395371894731,14.8613365442236,8.1685999019768E-05
1.13071199262795,10.7793594000496,8.1685999019768E-05
1.29891861772997,12.7049942441184,8.1685999019768E-05
1.28517825372533,12.6262151194842,8.1685999019768E-05
1.2721641740277,13.4950892806821,8.1685999019768E-05
1.38854160424764,11.7589076307876,8.1685999019768E-05
1.28983287738037,13.61045207376,8.1685999019768E-05
1.14816584610406,10.8720640386054,8.1685999019768E-05
1.12822552154491,10.5186824349284,8.1685999019768E-05
1.46901767586846,14.563348944717,8.1685999019768E-05
1.4064361700629,13.0189254229204,8.1685999019768E-05
1.63616596738692,14.6371856191809,8.1685999019768E-05
1.35651520140183,12.939614509335,8.1685999019768E-05
1.34382373638471,13.004193305527,8.1685999019768E-05
1.54240880661727,12.9899179998801,8.1685999019768E-05
1.22274534980548,12.2677629252469,8.1685999019768E-05
1.22993277050715,10.8572435627628,8.1685999019768E-05
1.11371586741488,10.905192403579,8.1685999019768E-05
1.41978660296471,13.2038680550667,8.1685999019768E-05
1.11354564567899,11.8827993273464,8.1685999019768E-05
1.11250454595479,10.3787439262191,8.1685999019768E-05
1.15029996009493,10.9054488481901,8.1685999019768E-05
1.21329151031065,12.8026028182328,8.1685999019768E-05
1.13339334679334,12.9459999945957,8.1685999019768E-05
1.50615444056733,14.2286758197363,8.1685999019768E-05
1.31525341713948,12.2359303602025,8.1685999019768E-05
1.02930927685813,11.0354755341612,8.1685999019768E-05
1.34771276265719,12.9546142622884,8.1685999019768E-05
1.21868050980355,11.5938806348166,8.1685999019768E-05
1.66987881428453,15.6309068871189,8.1685999019768E-05
1.48481431580198,13.605950299412,8.1685999019768E-05
1.71731740056769,15.6343816281475,8.1685999019768E-05
1.18854644024362,13.2091972679767,8.1685999019768E-05
1.20022851388367,13.4110766639255,8.1685999019768E-05
1.43936430485847,13.5087539082815,8.1685999019768E-05
1.07318041493863,11.6807443223873,8.1685999019768E-05
1.10008403945068,12.6903256745518,8.1685999019768E-05
1.30136904392679,12.6674444672153,8.1685999019768E-05
1.55576943321606,14.2832056500875,8.1685999019768E-05
1.05405157191693,10.5592621668847,8.1685999019768E-05
1.52106918737834,13.0904988896494,8.1685999019768E-05
1.23713135940301,12.6228554517405,8.1685999019768E-05
1.35750617191776,13.4856613987441,8.1685999019768E-05
1.40095524118788,15.2098175914107,8.1685999019768E-05
1.70200646758553,14.8103776376028,8.1685999019768E-05
1.41883498065198,14.4236016018838,8.1685999019768E-05
1.47340739049657,13.4030928164152,8.1685999019768E-05
1.04613037622606,10.2876789720337,8.1685999019768E-05
1.19657779438166,11.3805226466188,8.1685999019768E-05
1.26631291843441,12.0365673421271,8.1685999019768E-05
1.07351316436626,11.3531990040614,8.1685999019768E-05
1.36977420316027,14.0033999668244,8.1685999019768E-05
1.04115804204831,10.091507700161,8.1685999019768E-05
1.34193180959197,11.8376710431665,8.1685999019768E-05
1.26702762717022,15.2007558016001,8.1685999019768E-05
1.37739406366493,12.8954653466352,8.1685999019768E-05
1.17048622792209,13.2107610954278,8.1685999019768E-05
1.42807329644075,13.5609079541888,8.1685999019768E-05
1.35228729978471,12.3069985690427,8.1685999019768E-05
1.38187215389259,13.7860481473967,8.1685999019768E-05
1.03825705728106,10.6870345257774,8.1685999019768E-05
1.12802535882475,10.5011344221682,8.1685999019768E-05
1.83307400007969,14.7212081430246,8.1685999019768E-05
1.27976909627481,11.721054990408,8.1685999019768E-05
1.33466857733508,12.2687878303535,8.1685999019768E-05
1.41968120896498,13.9663797968154,8.1685999019768E-05
1.34307892937966,13.8489960972434,8.1685999019768E-05
1.31931479216668,13.2444627428986,8.1685999019768E-05
1.4295361894728,12.2048469992569,8.1685999019768E-05
1.13659356798639,12.4087888347297,8.1685999019768E-05
1.46466084535288,13.8239361996606,8.1685999019768E-05
1.5262857281335,14.2704681958053,8.1685999019768E-05
1.11548038250897,10.0429562727955,8.1685999019768E-05
1.25927984627843,11.211124953618,8.1685999019768E-05
1.30041223676055,11.9803213302229,8.1685999019768E-05
1.03480312305163,10.5213624058377,8.1685999019768E-05
1.4578726262111,12.9766594169682,8.1685999019768E-05
1.05060313563078,12.8790812620892,8.1685999019768E-05
1.40194850692566,12.6511916564197,8.1685999019768E-05
1.48885668616587,14.8245216210985,8.1685999019768E-05
1.03653168649328,11.4929553377691,8.1685999019768E-05
1.19730759506846,12.2543618160187,8.1685999019768E-05
1.30424438832023,13.7775861876713,8.1685999019768E-05
1.20959611259385,11.839683551243,8.1685999019768E-05
1.22326765258036,13.3579164166225,8.1685999019768E-05
1.17418610446062,12.902247631288,8.1685999019768E-05
1.26430744084691,13.7199820767536,8.1685999019768E-05
1.33101513429436,11.6036259681286,8.1685999019768E-05
1.11614246253215,10.9357083682028,8.1685999019768E-05
1.20236979676005,12.6167527614074,8.1685999019768E-05
1.29621822646983,13.7693167588088,8.1685999019768E-05
1.21148037232833,11.4254863192647,8.1685999019768E-05
1.16369009665402,10.4320933684541,8.1685999019768E-05
1.184226201305,12.5735816174459,8.1685999019768E-05
1.40250268211026,11.8128958395209,8.1685999019768E-05
1.40282501359811,12.6198230098152,8.1685999019768E-05
1.41586013076169,12.8800114480296,8.1685999019768E-05
1.42671365199011,13.2558409632482,8.1685999019768E-05
1.13297107592912,10.8994896599488,8.1685999019768E-05
1.11494042862129,11.4008585868292,8.1685999019768E-05
1.08537563573241,10.6463744963495,8.1685999019768E-05
1.05507183616318,12.4324852694672,8.1685999019768E-05
1.32750626543877,13.6033527802472,8.1685999019768E-05
1.75879362088521,15.9996686825482,8.1685999019768E-05
1.38678185408191,15.080130448939,8.1685999019768E-05
1.19306746610276,13.0266757064615,8.1685999019768E-05
1.01998879488989,10.4358876978783,8.1685999019768E-05
1.46814348341567,13.8154473850601,8.1685999019768E-05
1.23382060839694,13.0356195045911,8.1685999019768E-05
1.64484293679466,14.6768696794096,8.1685999019768E-05
1.21001963807302,12.3991532865776,8.1685999019768E-05
1.42378167546511,13.3839434368054,8.1685999019768E-05
1.31765149804883,13.1248593779279,8.1685999019768E-05
1.24188411293552,12.7892368141895,8.1685999019768E-05
1.15624401978364,11.0888444653654,8.1685999019768E-05
1.41085129974538,13.1302223496888,8.1685999019768E-05
1.5513347954682,13.4204330533397,8.1685999019768E-05
1.26216770886252,12.9688973700188,8.1685999019768E-05
1.27709581855803,11.9070697741367,8.1685999019768E-05
1.26126631640201,11.3517869711494,8.1685999019768E-05
1.41830553544256,12.5584215605075,8.1685999019768E-05
1.2616242627688,12.0322771572992,8.1685999019768E-05
1.49455813075384,14.361596030665,8.1685999019768E-05
1.25837073113176,12.4804647999519,8.1685999019768E-05
1.37840738277964,12.6125342767684,8.1685999019768E-05
1.44756911551442,13.6000903959215,8.1685999019768E-05
1.16483526475919,11.5931183375496,8.1685999019768E-05
1.05321099560746,10.7172360382366,8.1685999019768E-05
1.43370668073625,13.4245702370576,8.1685999019768E-05
1.2088618297796,12.8094860194733,8.1685999019768E-05
1.39875647872921,12.7460871556253,8.1685999019768E-05
1.31076503366943,14.3419068278932,8.1685999019768E-05
1.28536892433204,13.7581432021031,8.1685999019768E-05
1.54830160680824,14.1911292051976,8.1685999019768E-05
1.32408259488248,13.2357609798826,8.1685999019768E-05
1.26570310866787,13.8991839073538,8.1685999019768E-05
1.29456494757557,13.812815229989,8.1685999019768E-05
1.23686866678974,12.6834463745313,8.1685999019768E-05
1.13978065924686,12.074174277483,8.1685999019768E-05
1.35671702545351,14.3531158620098,8.1685999019768E-05
1.38213700706723,13.0911911212795,8.1685999019768E-05
1.43962530076217,13.9840950737228,8.1685999019768E-05
1.31891922704193,12.5582401511421,8.1685999019768E-05
1.19118719096954,12.186781114931,8.1685999019768E-05
1.28631583949922,13.6695683384869,8.1685999019768E-05
1.09950479340845,12.1427368919645,8.1685999019768E-05
1.19259931480019,14.3438704092808,8.1685999019768E-05
1.23271478373925,11.8818161210284,8.1685999019768E-05
1.14117988809958,12.7344316595169,8.1685999019768E-05
1.42155726770955,12.5690752866975,8.1685999019768E-05
1.16804825634929,11.1768880701452,8.1685999019768E-05
1.1012838802898,11.5154999943892,8.1685999019768E-05
1.14355883718576,12.9512029465889,8.1685999019768E-05
1.23815456839937,12.509974564423,8.1685999019768E-05
1.04713532331852,12.3113666864126,8.1685999019768E-05
1.16779302248396,13.0677151958776,8.1685999019768E-05
1.36062796261395,12.8408316736089,8.1685999019768E-05
1.45757714149187,13.9204138139189,8.1685999019768E-05
1.14045139673631,10.9218259771205,8.1685999019768E-05
1.28807646552941,13.5704079497415,8.1685999019768E-05
1.3877739510834,13.277586906834,8.1685999019768E-05
1.50576207360276,14.8925936337289,8.1685999019768E-05
1.22960782902735,11.444134640566,8.1685999019768E-05
1.37198457992881,13.3595136362558,8.1685999019768E-05
1.44025827218419,12.9827635474523,8.1685999019768E-05
1.28922240952107,12.1662995306418,8.1685999019768E-05
1.37930143887147,13.3405303378588,8.1685999019768E-05
1.24548557716483,12.0696997585974,8.1685999019768E-05
1.19825385661259,11.9749198320273,8.1685999019768E-05
1.39255544758551,13.4295719178219,8.1685999019768E-05
1.00384657506943,10.2757912608134,8.1685999019768E-05
1.3896333369912,15.1646728011801,8.1685999019768E-05
1.50838510422456,15.0231640129459,8.1685999019768E-05
1.08879491063094,11.302973729204,8.1685999019768E-05
1.22635302525896,12.301918665606,8.1685999019768E-05
1.1756292941748,10.9966810612431,8.1685999019768E-05
1.07839424500706,11.6982149116865,8.1685999019768E-05
1.45104322426709,13.304350359406,8.1685999019768E-05
1.28797613941603,12.790661782774,8.1685999019768E-05
1.32689460612084,13.1017467931106,8.1685999019768E-05
1.28261665808579,12.9982413071698,8.1685999019768E-05
1.31947687953594,13.1195138138271,8.1685999019768E-05
1.16752419770017,11.3070033423638,8.1685999019768E-05
1.04577907278098,11.8231236767792,8.1685999019768E-05
1.03444182066799,10.7660362534058,8.1685999019768E-05
1.10656696298518,13.3705451028346,8.1685999019768E-05
1.2993279202077,13.566308026126,8.1685999019768E-05
1.23187400584243,13.8692689482692,8.1685999019768E-05
1.33482156853876,12.2154185787529,8.1685999019768E-05
1.30219307587409,11.8912573420491,8.1685999019768E-05
1.19979260065565,12.0646740139131,8.1685999019768E-05
1.3667250005713,13.766893101509,8.1685999019768E-05
1.19837059268155,11.4771798427654,8.1685999019768E-05
1.34563793059375,12.2083638525019,8.1685999019768E-05
1.25355374423879,12.7036371247097,8.1685999019768E-05
1.22331726995446,12.0436314919898,8.1685999019768E-05
1.31619175186495,13.0084111076458,8.1685999019768E-05
1.11592071645923,11.380071949075,8.1685999019768E-05
1.516752454163,14.5925012875456,8.1685999019768E-05
1.2165043744463,11.7240065377037,8.1685999019768E-05
1.41122128810983,14.0470390717119,8.1685999019768E-05
1.00608033911875,10.1659239833379,8.1685999019768E-05
1.28826087024684,12.8336793327202,8.1685999019768E-05
1.45246883470621,13.179627296635,8.1685999019768E-05
1.32734266248075,12.6864832298205,8.1685999019768E-05
1.26522223321506,11.4735787758765,8.1685999019768E-05
1.14766688917395,11.1074152689661,8.1685999019768E-05
1.21348474641161,11.3398944777397,8.1685999019768E-05
1.28271718453807,11.8251158779822,8.1685999019768E-05
1.06712093249342,11.6960447582326,8.1685999019768E-05
1.21216498456344,11.6326472727752,8.1685999019768E-05
1.29132840433861,13.1206645391225,8.1685999019768E-05
1.15446394608085,13.5449087977985,8.1685999019768E-05
1.20757948570122,10.5117658958391,8.1685999019768E-05
1.27547505028335,11.8357599048328,8.1685999019768E-05
1.15569516704348,12.6033025182056,8.1685999019768E-05
1.39708788131841,13.0381424370242,8.1685999019768E-05
1.11918179941044,12.5021643299502,8.1685999019768E-05
1.26776232809926,11.9976505693203,8.1685999019768E-05
1.41655034998906,13.9147211523306,8.1685999019768E-05
1.10519508081468,14.032506562165,8.1685999019768E-05
1.43019695206309,13.7435551354088,8.1685999019768E-05
1.17091580351401,11.595302341259,8.1685999019768E-05
1.11369513433026,10.3591501456017,8.1685999019768E-05
1.55642591743992,15.1678059584288,8.1685999019768E-05
1.16501326340797,12.6864196665522,8.1685999019768E-05
1.02631068735534,10.1889906813635,8.1685999019768E-05
1.15398019178046,11.7398906357934,8.1685999019768E-05
1.10344041215201,12.0796544078812,8.1685999019768E-05
1.41309381962165,13.7568841487476,8.1685999019768E-05
1.37681358160185,13.9423987823753,8.1685999019768E-05
1.28184883349989,12.5686052568967,8.1685999019768E-05
1.31316048254901,12.0228862721391,8.1685999019768E-05
1.47664228689566,14.4110564725495,8.1685999019768E-05
1.29279883264815,12.0566804468845,8.1685999019768E-05
1.25060515398233,11.7591789787453,8.1685999019768E-05
1.34265415346108,13.400639983608,8.1685999019768E-05
1.24119641441919,14.2429238107903,8.1685999019768E-05
1.57252283857012,14.2504161488078,8.1685999019768E-05
1.22645902816858,12.8875185187943,8.1685999019768E-05
1.30650807187382,13.09019617815,8.1685999019768E-05
1.34578910977654,14.6892185640965,8.1685999019768E-05
1.18116972840236,11.4512721679316,8.1685999019768E-05
1.00648344021848,10.1252739971503,8.1685999019768E-05
1.2068849801738,11.6228944102967,8.1685999019768E-05
1.55666303924458,15.3169819880068,8.1685999019768E-05
1.47985492410006,13.863214197584,8.1685999019768E-05
1.35103801822183,13.9753159272241,8.1685999019768E-05
1.3191135399371,12.5869893416499,8.1685999019768E-05
1.26248380072477,11.6470785913603,8.1685999019768E-05
1.29146324633969,14.7551992925018,8.1685999019768E-05
1.45124493603824,15.1459308899271,8.1685999019768E-05
1.14162481730454,12.6188696529479,8.1685999019768E-05
1.44125531059972,14.1361200632637,8.1685999019768E-05
1.16930766366885,10.9588606519881,8.1685999019768E-05
1.12259798950168,13.2186777033648,8.1685999019768E-05
1.40069737764824,14.041782172712,8.1685999019768E-05
1.56080618106659,14.8362491043264,8.1685999019768E-05
1.35972920529309,12.6734366721792,8.1685999019768E-05
1.31202669248547,12.4853949075727,8.1685999019768E-05
1.23939921312882,13.1590884914015,8.1685999019768E-05
1.51024332267234,13.556902157426,8.1685999019768E-05
1.02409474424167,10.3254105461967,8.1685999019768E-05
1.2801296785062,11.7664430652441,8.1685999019768E-05
1.3277227804575,14.4785908078252,8.1685999019768E-05
1.11748177115604,13.2529883813653,8.1685999019768E-05
1.45583419104646,13.1911656037901,8.1685999019768E-05
1.3951099209412,13.5433698216722,8.1685999019768E-05
1.25965848695643,12.335065682828,8.1685999019768E-05
1.13610859904808,10.4686544058726,8.1685999019768E-05
1.33504300032082,14.8335933661029,8.1685999019768E-05
1.39885211022098,13.9757034582199,8.1685999019768E-05
1.60058003603791,14.2336019350047,8.1685999019768E-05
1.34988703197408,12.456869156867,8.1685999019768E-05
1.04894512063863,11.7648998700856,8.1685999019768E-05
1.44627067178233,14.0870217312556,8.1685999019768E-05
1.34953866812243,13.1818447565021,8.1685999019768E-05
1.13228012734567,11.9285429812118,8.1685999019768E-05
1.41037851620417,12.0288325967898,8.1685999019768E-05
1.17083317671653,10.415112835604,8.1685999019768E-05
1.22029069197394,10.8949294316068,8.1685999019768E-05
1.02315338319926,10.1626694594996,8.1685999019768E-05
1.04247669752962,11.509288013476,8.1685999019768E-05
1.10161871852092,12.0285592022072,8.1685999019768E-05
1.60331850639104,15.9986887185698,8.1685999019768E-05
1.22220584425423,14.0887231261974,8.1685999019768E-05
1.65467807460406,13.5965987988226,8.1685999019768E-05
1.07585629115255,9.80203856701806,8.1685999019768E-05
1.14255163490781,11.4949032853238,8.1685999019768E-05
1.52350696165333,13.766999112172,8.1685999019768E-05
1.1635531377004,12.4308667370716,8.1685999019768E-05
1.49793750561444,14.9545267501887,8.1685999019768E-05
1.4011313791148,13.6018311257005,8.1685999019768E-05
1.43849102885387,13.0164086973119,8.1685999019768E-05
1.29612255575561,12.6671879791315,8.1685999019768E-05
1.441819124238,13.6939167683048,8.1685999019768E-05
1.5949359919486,13.8650328873828,8.1685999019768E-05
1.55946899236796,13.0818864001337,8.1685999019768E-05
1.07714637570863,12.3805930883792,8.1685999019768E-05
1.18680024250082,12.677385946021,8.1685999019768E-05
1.42343845085436,13.9007322430925,8.1685999019768E-05
1.42374478098359,13.0585748616449,8.1685999019768E-05
1.55157446551661,14.8144631618613,8.1685999019768E-05
1.57135767895168,14.1406699159926,8.1685999019768E-05
1.33246722536083,13.253777284205,8.1685999019768E-05
1.02010771869342,10.6431960847629,8.1685999019768E-05
1.45071677317107,13.3185833726172,8.1685999019768E-05
1.10616433599291,12.5041781659831,8.1685999019768E-05
1.05535679982351,10.2616906850373,8.1685999019768E-05
1.22003652291624,13.4725664673181,8.1685999019768E-05
1.230559694016,11.7042161985743,8.1685999019768E-05
1.35919073342527,12.648497745262,8.1685999019768E-05
1.23947282238784,12.2510197402698,8.1685999019768E-05
1.03568406496624,11.728502867104,8.1685999019768E-05
1.4382827483539,13.776296226062,8.1685999019768E-05
1.4524603621522,13.0607730439558,8.1685999019768E-05
